confident	S1
working under pressure	S8
thrive in a fast-paced retail environment	S1
self-motivated	S1
focused	A1
driven to achieve team/individual goals	S4
planning the long-term concession goals	S4
managing the overall concession operations and performance	S4
leading the concession team	S4
deliver exceptional customer experience	S1
ensuring a personalised and tailored service is provided	S2
managing stock levels	S2
making key decisions about stock control	S4
minimise loss	S6
ensuring that promotions sales and merchandising instructions are carried out to expected standards	S1
recruitment	S4
retaining talent	S4
conducting regular performance reviews and probation reviews	S2
work as part of an established team	S1
carrying out break down repairs	S8
routine service and maintenance on plant/tool equipment	S4
carry out repairs as well as routine service/maintenance	S8
petrol 2-stroke diesel and electrical equipment	K07
work as part of an established team	S1
break down repairs	S6
routine service and maintenance on plant/tool equipment	S4
liaise with the parts department	S1
ensuring all the compliance paperwork is completed accurately	S1
adhere to health and safety requirements	S3
ensure your workplace is always clean and tidy	S3
plant /tool hire industry	K08
nvq level 2	K06
city & guilds in plant maintenance	K07
flexible approach	S1
work within a dynamic team	S1
driving licence	K10
experienced	S3
energetic	S3
personality that lights up a restaurant	S8
manage large sections of guests	S3
energetic approach	S1
passion	S1
desire to make every guest smile	S4
committed attitude	A1
creating memorable guest experiences	S1
personality that lights up a restaurant	S8
work ethic	S1
energetic approach	S1
develop your skillset and knowledge	S1
make every guest smile	S3
committed attitude	A1
creating memorable guest experiences	S1
inspire and be inspired by the children	S3
be an excellent classroom teacher	S4
team player	S1
committed to enabling all children to achieve success	S3
have a commitment to developing the best possible learning environment and the highest standards for all children	S1
growth mindset	S6
keep growing as a teacher	S2
believe in lifelong learning	S1
positive enthusiastic and proactive approach	S1
boost the team	S1
manage our increased workload	S4
polite	S2
respectful	S6
dealing with customers and the public	S3
observe all health and safety procedures	S4
working outdoors	S2
flexible	A1
full uk driving licence	K07
computer literate	S5
microsoft office	K06
assisting the drainage engineer	S6
operate our high spec jetting equipment and jet vacuumation units	S8
drainage related issues	K07
blockages	S2
cleaning pipes	S6
maintenance programmes	K07
delivering high volumes of parcels	S2
loading your vehicles prior to departing	S6
timely delivery of all parcels	S6
– placing customer service at the forefront of all you do	S1
multi drop parcel deliveries to homes and business	S2
full clean driving licence	K10
driver's license	K10
driving license	K10
professional kitchen	K05
work under own initiative and part of team	S1
prepare all food items as directed in a sanitary and timely manner	A1
follow recipes and presentation specifications	S4
operate standard kitchen equipment safely and efficiently	S8
maintain a clean working station	A1
adhering to health & safety standards	S3
assist with the cleaning and organisation of kitchen and equipment	S4
restock items as needed	S4
adhere to all food hygiene & safety standards	S3
menu planning	S4
recording food temperatures	A1
telecommunications industry	K07
installing and upgrading telecoms equipment	S8
telephone	K04
broadband	K10
internal wiring	S8
jumpering	K99
dealing with the general public	S3
climbing of up to 11m telegraph poles	S8
full health and safety training	K10
driver and road safety	K10
working with colour coded cables	S8
working in a main junction box ( pcp	S1
installation of main phone and extension sockets	S8
climbing variety of poles and ladders	S3
customer care	S1
telecoms	K07
hands on	S6
customer service skills	S1
motivated	S4
work independently	A1
team player	S1
work at heights	S1
full uk driving licence	K07
right to work in the uk	K09
willingness to learn	A1
positive attitude	S6
uk driving licence	K10
basic cleaning jobs	S6
collect and wash up pots pans and cooking utensils in a timely manner	A1
clean food preparation areas and equipment	S3
unload food and equipment deliveries	S6
keep the storeroom well-organised	S2
keep work surfaces walls and floors clean and sanitised	S7
comply with food safety and hygiene practices	S3
preparing food	S3
time management	S4
organisation skills	S4
professional kitchen	K05
quick learner	A1
think on their feet	A1
work under pressure	S8
take and follow clear instructions/direction	S1
can do attitude	S1
basic food preparation skills	S3
provide the best customer experience	S3
preparing food	S3
serving on the till	S3
looking after our customers' needs	S1
genuine smile	K99
connect with customers	S3
approaching and dealing with diverse groups of people	S3
courteous	S3
helpful	S1
work well as part of a team	S1
communication skills	S1
attentive listening	S1
face-to-face verbal communication	S2
eye contact	S6
maintaining high standards of quality and service	S3
cleanliness	S6
maintain high energy levels	S8
working both efficiently and productively	A1
smart	S5
clean	S6
sap energy assessments	K07
u-value's/	K02
undertaking sap energy assessments and u-value's/ cra calculations	S2
cra calculations	K06
speaking and advising confidently about; building systems products regulations	S1
building systems products regulations	K07
enthusiastic	K99
consulting	K04
sap energy assessments	K07
undertaking sap energy assessments and other efficiency calculations	S2
working with customers	S1
sap energy assessments	K07
u-value’s/	K02
undertaking sap energy assessments and u-value’s/ cra calculations	S2
cra calculations	K06
ensuring that technical work and quotes are completed promptly and within the quoted timescales	S4
speaking and advising confidently about; building systems products regulations and standards	S1
building systems products regulations and standards	K07
technical terminology and calculations	K02
construction materials	K07
value engineering	S2
system selling	S1
communicating technically with stakeholders	S1
spotting opportunities	S4
provide additional chargeable technical services	S1
keeping abreast of industry changes and innovations	S2
2.1	K99
degree	K05
construction	K07
civil engineering	K07
architecture	K04
built environment ( energy/ sustainability	K07
attention to detail	A1
deliver very high standards of work	S3
solution orientated	S6
problem-solve	S1
organisational skills	S4
time management	S4
prioritise workload	S4
working collaboratively	S1
effectively communicating	S1
genuine team player	S1
go above and beyond	S4
support your colleagues	S1
innate sense of responsibility	A1
work independently	A1
support others	S1
construction or building industry	K07
engineering degree	K07
to inspect service and repair trailers	S2
ensuring conformity to all current company guidelines policies procedures and mandatory legislation	S3
ensure all compliance details are completed in an accurate and timely manner	S2
mot preparation	S8
diagnose and rectify all types of faults across the fleet	S4
electrical faults ( abs/ebs	K07
completing preventative maintenance	S6
servicing and repair of vehicle to mot standards	S8
ensure workshop tasks are completed in timely and efficient manner	A1
ensure health & safety regulations and safe working practices are adhered to	S3
city & guilds 1	knowledge
technical	S2
trailer repairs	K07
c+e licence	K06
enthusiasm	S1
communication skill	S1
computers	K02
complete relevant written documentation	S1
customer and team centric mindset	S4
professionalism	S1
organizational skills	S4
prioritise workloads	S4
meet deadlines	A1
work autonomously	A1
saf	K07
BPW	K99
passion for great food and great service	S3
know the menu inside and out	S8
deliver exceptional experiences	S1
provide warm welcomes and a friendly service	S1
attract new guests	S1
improve our offering	S6
generate additional sales	S1
sharp	S6
policy	K03
process	K07
specs	K99
making sure the restaurant that is guest ready	S3
menu knowledge	K04
making recommendations	S2
upselling additional products	S1
fun to be around	S6
easy to work with	S2
helping a colleague in need	S1
support the manager	S1
leading the team	S4
run an efficient shop	A1
provide a great service	S3
take full responsibility	A1
running the shop	S2
ensuring that customers are looked after	S3
deliveries are worked quickly	S1
shop routines are completed	S1
maintain a safe clean and tidy shop	S6
open and close the shop	S8
handle cash	S4
place orders	S1
develop your team of retail assistants	S4
take responsibility for the control of operational costs	A1
shrinkage	S2
waste	K10
payroll	S4
friendly positive hard working approach	S1
‘people person’	S4
get on everyone	S8
build strong working relationships	S1
trustworthy	S1
reliable	A1
retail	K04
knowledge-sharing	S1
provide support for commercial insurance performance monitoring	S2
ensuring accuracy and consistency of reporting	S2
produce reports and generate insights of commercial insurance risk exposure through analysis of trends	S2
provide a product/channel/class view of commercial insurance accounts	S1
providing informed advice on our future profit	S3
develop and visualise reports	S2
facilitate analysis of data from different sources	S5
data mining	K06
knowledge discovery	K05
deepen stakeholder understanding of data	S1
identify potential trends statistical significance	S4
demonstrate "added customer value" through consistent delivery of priority requirements	S6
supporting a rapidly evolving and mi hungry set of clients	S3
degree in business analytics / statistics / mathematics / accounting / computer science	K04
excel	S4
attention to detail	A1
creative mind	S4
numerical skills	S2
problem-solving abilities	S4
summarise information	S2
enable forecasting	S1
sas	K06
sql	K06
ms office	K06
QlikSense	K99
deliver presentations / findings to a group of stakeholders in a concise manner	S1
insurance	K04
financial industry	K07
speak up	L1
take ownership	S2
driving?	S8
work within a fast-paced team environment?	S1
upholding a positive brand image	S1
providing excellent customer service	S1
managing cash and card transactions effectively	S4
delivering products safely and securely	S1
avoiding unnecessary risks	S2
adhering to all safety and security procedures	S3
helping out instore	S1
full uk or eu driving license	K07
local area	K10
passionate about customer service quality and driving!	S2
food safety training	K10
building trade	K07
covering all areas with confidence	S8
sharp eye for detail	A1
masonry	S7
carpentry	S1
roofing	S7
plastering	S7
communication skills	S1
approachable	S6
turn up to work clean and tidy	S6
proactive	A1
think on their feet	A1
resolve problems efficiently	A1
carrying out jobs / projects alone and as part of a team	S6
guiding labourers	S4
full uk driving licence	K07
driving vans and a tipper	S8
diploma of higher education	K01
full uk driving licence	K07
campaign planning and scheduling	S4
deliver template amendments and updates	S1
making required content and/or design updates	S2
completing graphic production tasks	S4
slicing images	S8
optimizing for mobile	S4
ensure that there’s brand consistency	S8
create and test new email marketing templates	S4
ensure all campaigns are mobile-friendly	S6
proofread and check emails	S1
ensure emails follow industry policies and best practices	S6
assist with day to day administration tasks	S3
identify target audiences for email campaigns	S4
monitor and implement end-to-end campaign management	S1
briefing business intelligence	S1
qa/testing	S2
creation of email campaigns	S1
post campaign analysis	S2
share learning	S1
optimize communications	S2
keep an open and continual dialogue	S1
team ethic	S4
help and support your colleagues	S1
monitor inbox placement	S2
suggest improvements	S1
monitoring trends	S6
email marketing	K04
ensure work is market leading	S1
identifying new opportunities trends and best practice	S4
enhance roi	S2
Emarsys	K99
adobe	K06
Salesforce	K99
email marketing	K04
analysis and reporting skills	S2
marketing automation tools	K07
crm systems	K05
analytics tools	K07
work within a time limit	S4
copywriting and communication skills	S1
work under tight deadlines	A1
work independently	A1
dedicated team member	S4
self-motivated	S1
adaptable	S1
positive attitude	S6
attention to detail	A1
respectful	S6
‘can do approach’	S1
willing to go the extra mile	S1
sense of humour	S1
passion for all things fashion footwear homewares accessories beauty childrenswear and lingerie	S1
enthusiastic	K99
inspiring	S4
provide an exceptional level of customer experience	S3
driving brand awareness trade performance	S2
being a role model for the rest of the sales team	S4
delivering strong products and services	S3
worth noticing	S1
exceptional	S2
interesting	S1
stands out	S6
run the store	S6
leadership skills	S2
manage a team	S4
guarantee that the customer is put at the forefront	A1
behave in a fun engaging warm manner with all customers	S3
creating an environment that all customers want to linger in and browse	S3
smile	K99
never complain	S1
be positive	A1
understand the customer better than they understand themselves	S1
work as part of a dynamic people team	S1
confident in managing high volumes of er case work	S2
delivering projects in a timely manner	S4
dealing with difficult and challenging conversations	S3
provide advice	S1
lead with pragmatic and proactive case management	S4
employee relations	K04
ensuring legal compliance	S2
promote consistency equality and fairness	S1
lead and support hr change initiatives	A1
provide coaching to managers	S1
upskill	S1
support	S1
keep up-to-date with hr legislation	S2
ensuring that any risks are identified and managed	S2
support the hr team	S1
drive employee engagement	S1
provide advice and support to the business	A2
managing hr case work	S4
construction/manufacturing	K07
commitment to customer satisfaction	A1
dealing with a ‘blue collar’ workforce	S3
employment law	K04
verbal communication skills	S1
hold challenging conversations	S3
hands on operational approach	S4
get involved in a wide range of business activities	S1
understand and promote the company purpose vision values and culture	S3
ethical approach	S1
exercising discretion	A1
structured	S5
professional	S2
passion for excellence	S6
resilience	S3
influence and build relationships	S1
hr management skills	S4
proactive approach	S1
influencing and negotiation skills	S1
risk management	K04
hedging and trading strategies	K07
market characteristics	K04
support the existing team	S1
managing all aspects of running a trading book	S4
pricing	S2
quoting	S3
risk managing	S5
marking curves	S6
taking a proactive view	A1
handling daily flow	S4
optimising physical inventory	S2
looking for trading opportunities	S4
covering global books belonging to senior traders	S6
interact with sales	S1
build the franchise	S7
generate trade ideas	S1
produce daily commentary	S6
ficc trading	K04
fx market	K04
python	K06
macro-economic understanding	K03
global interest rate policy	K05
geopolitics	K99
analyse fundamentals of a market	S2
client friendly	S3
presentation skills	S5
enthusiasm	S1
interacting with clients	S1
work under pressure	S8
provide professional leadership and management	S3
ensuring a safe and high-quality learning environment	S5
meeting all standards of early years education	S2
recruit supervise inspire and develop staff	S4
early help	K02
safeguarding	K10
partnership working	S4
educational developmental health and social needs of children under five	K10
eyfs statutory framework	K06
child development	K06
child protection	K10
special educational needs	K01
nvq level 3 in childcare and education	K06
managing and leading a team	S4
it confidence	S1
setting up partnerships	S8
improve supply	S4
building partnerships	S1
acquire new customers	S1
set up global partnerships	S1
develop and implement a growth strategy	S4
grow the customer base	S1
finding the right partners	S1
building a program	S5
acquire new customers	S1
develop global partnerships	S5
improve supply	S4
business development	K06
e-commerce	K06
bachelor and/or master's degree	K02
msc or mba in business	K10
wine-industry	K07
growing an e-commerce business with double digits	S4
like changes .	S6
analytics skills .	S4
strive for better .	S3
scoping and development of the product	S4
owning and defining the overall product vision .	S1
providing a project scope budget and detailed work plan	S2
delivers technically organizationally and according to business needs and goals	S4
coordination of a multi-disciplinary team	S1
collaborating with relevant stakeholders	S1
coordinating and getting input from subject matters experts	S4
driving and securing progress	S2
maximizing the value of the product and the work done on the product	S4
securing implementation in the organization	S3
supporting the continuous development use and success of the products .	S1
owning the product and the product backlog after implementation	S3
masters or a bachelors degree	K07
science	K03
engineering	K07
digital projects	K03
product management	K04
science data .	K03
business understanding	S4
logical mindset	S2
problem-solving skills	S4
it project management	S4
planning	S4
execution	S1
data processes and typical value streams in r&d	K06
bioscience	K09
translate between the various stakeholder groups	S1
create understanding and alignment	S2
collaboration skills	S4
networker	S1
influencer	S4
solving the needs of the users and the business through digitalization .	S5
digitalization .	K02
bring the vision	S1
pragmatic and systematic approach .	S1
enjoy collaboration	S3
curious	A1
creative	S1
open for input	S8
persistent	A1
not afraid to take an unpopular discussion .	S1
produce high-quality work	S3
go the extra mile	S2
self-motivated	S1
thrive in a dynamic and fast-paced environment	S1
gynaecology	K09
obstetrics	K09
specialist	S1
prioritises professional medical development	S1
gynaecology	K09
perform all of the general functions relating to gynaecology and obstetrics .	S8
obstetrics .	K09
administrative work	S4
setting up client and job details .	A1
managing users credentials .	S4
reporting	S1
data collection .	S2
setup products and services with default pricing;	S2
setup clients and individual jobs assigned to these clients;	S1
assign documents	S2
pull reports with images	S2
dancing .	S1
learn new dance moves .	S1
Easygoing	K99
perform on stage .	S4
english	L1
learn emerging technologies?	S8
eye for clean and aesthetic design	S3
technical abilities?	S1
translate high-level reqirements into interaction flows and artifacts	S5
dive deep into the technical possibilities and challenges	S1
Blockchain	K99
Blockchain	K99
will design develop and test ways of utilizing the power of blockchain technology .	S4
- collaborate with business analysts and engineers	S1
define and implement innovative solutions for the early stage ( poc/mvp ) -	S1
execute all visual designs stages	S1
conceptualize original ideas that bring simplicity and user friendliness to complex design roadblocks	S2
continuously learn how to design and develop in the emerging space of blockchain	S2
software development	K06
solve problems creatively and effectively .	S1
you thrive in an innovative and developing culture	S1
outside the box thinking	S2
enjoys picking up new technologies and experiment	S2
energetic	S3
drive	S8
open and flexible mind .	S8
computer science	K06
bachelors degree	K09
javascript	K06
meteor	K05
react	K09
angularjs )	K06
python	K06
Frontend	K99
application interface	K06
html5/css3 )	K06
communication skills	S1
english	L1
curiosity	A1
customer insights	S1
sports	K02
content management	K04
SEO?	K99
optimizing our performance	S4
sports betting	K02
scandinavian market .	K04
coordination production and optimisation of high class betting content	S1
scandinavian market	K04
take ownership and responsibility of the websites and products you are working on .	A1
seo skills	S1
sports	K02
produce and coordinate the production of content	S1
ensure content is optimised for google	S1
perform keyword studies	S2
develop strategies	S4
address different user groups	S1
create new content based on business and market priorities	S6
regularly monitor kpis and user metrics	S2
search engine optimisation ( seo )	K04
scandinavian sports betting market	K07
english	L1
scandinavian languages	K02
wordpress	K06
sports & casino betting	K02
reaching goals	S4
collaborate with the receiving organisation	S1
assist local authors	S3
writing and delivering articles	S6
ensuring that local articles are in high quality and that language is at eye level with our employees and comply with corporate standards .	S4
train the local authors in writing good articles	S1
drive translation into new languages	S1
academic degree	K05
communication	K00
hr .	K04
writing skills	S1
digital communication	K02
delivering content on your own .	S1
facilitate and train people	S1
driving both content development and strategic initiatives	S4
coordinating activities	S1
interact with senior stakeholders	S1
steering groups	S4
presenting at management teams	S4
communication strategy	K03
ensuring that the organisation is kept up to date on progress .	S3
support the executive assistant on ad-hoc tasks	S1
project manager skillset	S4
stakeholder management	K07
global finance	K04
master degree within finance or management	K06
finance	K04
intellectually curious	A1
independent	S4
working across an organisation .	A1
drive to succeed	S8
high level of energy	S4
handle many difference priorities at the same time .	A1
tight collaboration with project partners	S1
project management .	K04
master of science degree	K07
pharmaceutical sciences	K09
chemistry	K05
biochemistry	K05
biotechnology	K09
chemical engineering	K07
working in a cross-disciplinary environment	S1
collaboration skills .	S4
communication skills	S1
academic record	K02
communication skills	S1
english	L1
german	L1
strive towards scientific excellence	S2
ambitious	K99
hard working .	S6
bsc/msc diploma	K03
consulting	S1
negotiating	S1
articulate value	S2
inspire clients	S3
encourage adoption and expansion .	S1
business and analytical expertise	K06
account management	K04
drive set-up and renewals to a successful completion .	S8
build and maintain strong relationships with multiple contacts	S1
serve as an escalation point of contact for issues	S1
maintain strong working relationships	S1
attentive to partner needs at all times	S4
identify up-sell opportunities	S4
responsible	S1
identifying key strategies for revenue acceleration	S4
conducting qbrs	S2
developing and executing partner success plans	S4
tracking and reporting on key metrics	S2
ensure adoption and success	A1
ba/bs degree	K05
german	L1
english	L1
collaborate and build strong relationships with partners	S1
web agency / saas account management	K04
project management	K04
strategy consulting	K04
analytical and problem solving skills	S1
figure out how things should work	S3
identify patterns and trends	S6
b2b marketing	K04
sales processes	K04
consulting best practices	K07
communication skills	S1
positive	S1
self-starter	S1
attention to detail	A1
organizational skills	S4
focus on quality of work	S3
web-technology	K07
communication and social skills	S1
motivated	S4
master degree in molecular biology	K05
standard molecular biological techniques	K05
recombinant dna technology	K07
western blotting	K99
northern blotting	K99
quantitative rt-pcr )	K09
english .	L1
master degree	K02
preparation of self-service counters	S3
service of meals	S6
mechanical dishwash machine .	K07
cleaning duties	S6
sweeping	S8
mopping	S6
refuse removal .	S7
sandwich making	S3
basic food preparation tasks	S3
bioinformatics	K99
comparative genomics .	K02
ancestral population genomics	K03
population genetics in ancestral species	K05
genomic alignments	K05
coalhmm methodology .	K04
methods development	K00
ancestral population genomics	K03
CoalHMMs .	K99
test new methods	S2
large scale sequencing efforts .	K05
university degree in bioinformatics	K04
research record	K02
bioinformatics .	K99
method development	K07
population genomics	K03
population genetics	K05
self-driven	S1
battery powered wireless systems?	K10
following the development process from the beginning to end?	S4
skilled	S1
improvement and development of the embedded software	S4
planning	K04
implementation	K03
release test .	K06
cooperation with internal partners	S1
work on solutions alone as well as with colleagues .	S1
handle short term deadlines .	S1
interfaces between sw and hw .	K07
low power wireless protocol interfaces .	K07
incorporate develop and update security measures on the wireless systems .	S4
bluetooth system	K07
gaining new knowledge	S4
working independently	A1
co-operating with different professions	S1
share your findings with colleagues .	S1
B.Sc .	K99
c/c++	K06
embedded software	K07
analysis	K07
design	K08
implementation	K03
release test .	K06
low power wireless technologies	K07
security in wireless systems .	K10
systematic approach	S1
problem solving	S1
documentation	K07
testing .	K07
analytical and communication skills	S1
open minded .	S3
balance the need for perfection in every product and the urgency of speed	S2
securing a high level of quality	S2
satisfy our need for customer satisfaction .	A1
thorough	S6
effective	S1
persistent	A1
motivated by challenging tasks .	S6
team player	S1
having a great deal of responsibility	A1
take actions in all processes	S4
design phase	K07
implementation	K03
test .	K07
sharing your ideas and findings	S2
formulation of novel drug molecules	K09
cancer immunotherapy	K09
biomaterials	K99
organic- and/or physical-chemistry	K05
immunology .	K09
biomaterial engineering	K09
drug delivery systems	K07
immune modulating compounds	K07
vehicles with incorporated cancer antigen specific peptides .	K10
cancer immunotherapy	K09
vitro/ex vivo and in vivo efficacy studies	K09
phd degree	K05
organic- and/or physical-chemistry	K05
working experimentally in a cross-disciplinary environment	S1
collaboration skills .	S4
communication skills	S1
academic record	K02
scientific excellence	S1
ambitious	K99
hard working .	S6
can-do approach	S1
developing testing and implementing design changes	S4
optimize our variable speed drives?	S2
feel for materials and joining methods	S4
guarantee optimal quality at the lowest possible price?	S1
enhancing and simplifying components for variable speed drives	S4
production shutdowns	K07
customer complaints .	K04
molded aluminium parts	K07
metal mounted parts	K07
injection-molded plastic parts	K07
keep lots of balls in the air	S2
keep a cool head in stressful situations	A1
maintain a good balance between a practical and a theoretical approach to design solutions .	S1
take ownership of tasks	S4
design change	K07
cad	K07
final implementation in production	K07
qualify components in the product	S5
TS16949	K99
simplify and optimize our products	S8
take part in task force teams	S1
market	K04
problems/production shutdowns	K07
guide mechanical changes	S1
design mechanical solutions	S5
cad	K07
create documentation	S4
dealing with a large number of complex products and technologies	S1
designing mechanical solutions .	S5
pc systems and procedures	K06
cad design tools	K07
english	L1
positive	S1
open	S8
dynamic	S3
problem-solver	S1
quiet contemplation	A1
take care of improvements from beginning to end	S3
handle multiple tasks	S3
achieving results .	S1
coordinating	S4
create good relationships on several levels .	S1
initial offer	K04
final delivery	K08
work in an international environment	S1
assist project managers with technical support	S3
design of flow charts & p&ids based on customer requests	S1
engineering calculations for selection of process equipment	S8
specifying items for purchase in erp system	S6
equipment documentation	K03
quotation tasks	K10
evaluate/settle specifications	S5
ensure correct documentation	S3
technical sales support	S2
engineering degree ( process chemical or mechanical ) .	K07
process design and engineering	K07
food & beverage	K07
process	K07
dimensioning of vessels pumps filters valves and heat exchangers	S8
structured	S5
sense of time-management	S4
keep focus	S3
be proactive	A1
team	S4
customer orientation	S1
thrive in a cross cultural setting	S3
communicator	S1
english	L1
managerial economics	K03
supply chain management	K04
managerial economics	K03
supply chain management	K04
work interdisciplinary	A1
empirical research	K04
servitization commercial implication	K10
3-d print	K06
supply chain	K04
pricing and management accounting	K04
valuation studies	K02
teaching	S1
examination	S3
executive education	K01
individual and group based research	S2
initiating fund raising and coordinating research projects	S4
administrative responsibilities	K04
communicating findings to the public	S1
research	S4
publishing	K04
scientific communication	K07
research-based teaching	K09
PhD	K99
english	L1
enthusiasm	S1
research management	K04
industry co-operation	K02
international co-operation .	K04
molecular cell biology	K05
signaling mechanisms	K07
water and salt balance	K07
medical education	K01
medical research	K09
molecular cell biology	K05
hormone-regulated signaling mechanisms	K10
membrane proteins	K05
water and salt balance .	K05
teaching	S1
examination	S3
microscopic or gross anatomy	K05
teaching skills	S1
university education	K01
predictive processing	K09
conduct research	S2
cognitive mechanisms	K07
music	K02
predictive processing of musical structure .	K07
computational modelling	K02
behavioral experiments	K03
MEG .	K99
cognitive science	K09
artificial intelligence	K06
experimental psychology	K03
cognitive neuroscience	K03
empirical aesthetics	K02
systematic musicology .	K02
document interdisciplinary research	S2
music cognition	K02
predictive processing	K09
computational modelling	K02
probabilistic and information-theoretic methods .	K06
computational simulations	K02
behavioural methods	K03
neuroimaging methods	K07
eeg	K09
MEG .	K99
predictive processing	K09
music cognition .	K02
music cognition .	K02
academic probity	S1
ethical standards	S4
snare-proteins	K05
synaptotagmins	K99
neurotransmission .	K99
mutagenesis	K99
electrophysiological and optical measurements .	K05
master degree ( msc )	K02
motivated	S4
self-driven	S1
work both independently and in a research team .	A1
patch clamp technique	K07
molecular biology	K05
cell culture	K05
english	L1
communication skills .	S8
identify and transform customers' requirements	S2
manage and develop a competitive service product portfolio strategy .	S4
integrate analytics business models coordination and design thinking .	S1
cooperation across regions and with a global team .	S1
govern service products	S1
complete lifecycle	A1
r&d	K06
manage a global team	S4
develop and manage product portfolio	S4
evaluating gaps and opportunities	S4
minimizing business risks	S2
approving new product and technology development	S2
r&d budget allocation .	K04
ensure competitive short and long term innovation pipeline	S4
develop ideas and mature technologies into products	S1
scoping	K08
hand-over	K00
PDP	K99
evaluate the released product's market performance	S2
providing sales support	S1
monitoring product's ability	S2
meet set commercial and technical targets .	S4
market trend analysis	K04
analysis of competitor portfolio	S1
develop strategic recommendations for underperforming products	S4
approve products for closure or repositioning	S2
assign resources and budget .	S4
develop go to market strategy	S4
ensure feedback channels are integrated into the product development	S3
ensure delivery of the best in class digital products	S3
leveraging technologies applications and concepts	S4
web mobile	K06
customer touch interactions	K04
working cross functionally	A1
identification and evaluation of business opportunities	S4
feasibility studies	K09
business cases	K04
value proposition	K04
product development process	K07
master's degree	K02
engineering	K07
science	K03
technical understanding	K07
management	K04
PLM	K99
management	S4
power generation design and operation	K07
wind industry	K07
utilities system operators	K06
energy products	K07
releasing digital products into the market	S1
agile	K06
leadership	S4
commercial and technical risk management	K04
change management .	K04
ambitious	K99
drive	S8
innovative mindset	S4
customer oriented	S1
structured	S5
analytical	S1
making independent decisions	S4
english	L1
networking	S1
communication	S8
structural design	K02
layout	K02
interfaces	K02
electrical design	K02
offshore platforms .	K06
coordinate the work between multi-functional teams	S4
feasibility	S2
concept studies	K09
detailed design	K02
follow-up .	K09
lay down subproject requirements	S1
manage engineering contracts time budget resources quality and designs	S1
establish requirements for geotechnical and metocean reports	S6
geotechnical and metocean reports	K09
jacket and topside design	K07
prepare jacket and topside design basis for engineering contractors and technical requirements for engineering fabrication and installation tenders and contracts	S1
facilitate cooperation with third-party certifying agencies	S1
obtain statement of compliance on structural integrity	S2
inform project management of all significant technical issues particularly risks	S1
develop contingency plans	S4
be in charge of management of changes	S4
prepare technical documentation	S2
design safety philosophy	K02
inspection plan	K04
decommissioning and abandonment plan	K07
operation and maintenance manual .	K07
master of science degree	K07
phd degree	K05
engineering	K07
structural or offshore engineering .	K07
design and management of design teams	K07
offshore projects	K05
wind or oil and gas industry .	K08
thrive in an international environment .	S1
communication	S8
english	L1
result-oriented approach	S1
team spirit	S6
create excellent results through teamwork .	S1
working both independently and together with your colleagues and business partners .	A1
solve problems	S4
technical element design	K02
enable the future of technical element design as	S4
end-to-end	K05
element development	K07
problem solvers	S1
complex global quality issues .	K04
working with a wide variety of issues	S1
from technology development	K03
training	K01
it development	K06
analytics	K03
data handling	K06
participating in and/or driving assignments	S1
practical problem solving	S5
large projects	K05
managing stakeholders	S6
successfully completing tasks	S6
gathering input and suggestions	S1
finding end-to-end possibilities and synergies	S2
enable the future of technical element design	S4
collaborative skills	S1
collaborative	S1
intrigued by the interplay between processes systems and people	S4
self-driven	S1
manage and deliver on your projects independently .	A1
degree in mechanical engineering	K07
metrology	K01
moulding	K02
constructing moulds	K07
analytical	S1
curious	A1
english	L1
sap	K06
immerse yourself in the details	S1
talking to stakeholders	S1
specialist	S1
generalist	K99
delve deep into problems	S5
find creative solutions	S1
being part of a team	S4
neurosurgery	S3
neurosurgery .	S3
research	S4
publication/academic dissemination	S1
research-based teaching	S1
examination	S3
research leadership	S4
guidance and supervision of researchers	S1
share knowledge with the rest of society	S5
participation in public debate	S1
neurosurgery .	S3
manage research and other management functions	S4
engage in the university’s external academic activities as well as knowledge and technology transfer	S4
provide research-based teaching	S1
interpersonal and communicative skills .	S1
advising senior stakeholders	S1
fostering data culture	S2
support organisations	S1
by unlocking the full potential of data?	S1
understanding the business	S1
bringing attention to key business challenges?	S4
legal & procurement	K04
research & development	K07
advise and guide on the design of the individual data strategy	S4
data strategy	K06
supporting the overall digital transformation journey .	S1
fostering the creation of a data-driven culture	S1
data literacy	S1
considering global alignment .	S8
implementation of the global data governance framework	S1
global data governance framework	K06
business data	K04
establish manage and align a cross-line of business data governance organisation .	A1
drives the implementation of required data management capabilities	A1
understand the need and pain points of the business	S6
guide solutioning	S1
data & analytics tools .	K06
design global standards playbooks and frameworks	S4
provide continuous feedback .	S1
identification of new kinds types and sources of data	S1
enable business innovation	S2
evolving the role	S1
bachelor or masters degree	K02
business administration	K04
computer science	K06
data science	K03
information science	K09
data management	K06
analytics	K03
strategy or management consultancy	K10
life sciences	K03
pharma	K09
finance research & development	K09
people & organisation	K09
product supply & quality	K07
data & analytics	K06
designing data & analytics strategies	S4
managing projects	S4
acting at the intersection between business and it	S5
translated business pain points into business value-adding solutions .	S6
driving the cultural change for data & analytics	S4
data & analytics	K06
complex organisational structures	K04
designing and implementing enterprise-wide data governance frameworks .	S1
data governance frameworks .	K06
progressive leadership	S4
leading cross-functional teams and enterprise wide programs	S1
operating and influencing effectively	S8
can do mind-set	S6
try out new setups and solutions .	S2
understand complex technical matters	S2
form an educated opinion	S6
english	L1
topological phases of matter	K05
theoretical study of models	K02
topological order in low-dimensional many-body systems	K07
